Cites	Authors	Title	Year	Source	Publisher	Abstract	ArticleURL	CitesURL	GSRank	QueryDate	Type	DOI	ISSN	CitationURL	Volume	Issue	StartPage	EndPage	ECC	CitesPerYear	CitesPerAuthor	AuthorCount	Age	FullTextURL	Abstract - Relevant?	Unique?	TTCT? (Does the study include new TTCT data?)	Lefties? (Were at least 3 lefties given the TTCT?)	Stats - can get ES for left vs. right?	Text - Relevant?	Details	Request?
1	EM Frith	Acute Exercise and Creativity: Embodied Cognition Approaches	2019		egrove.olemiss.edu	… There is a common misconception that a greater prevalence of left-handed individuals … Neuroimaging data provides some evidence for a larger corpus callosum within left-handers 11. …	https://egrove.olemiss.edu/etd/1586/	https://scholar.google.com/scholar?cites=15979473473988828373&as_sdt=2005&sciodt=2007&hl=en	302	2023-05-23 11:33:52									1	0.25	1	1	4	https://egrove.olemiss.edu/cgi/viewcontent.cgi?article=2585&context=etd	0	1				0		
24	S El Khoury, A Al-Hroub	Gifted education in Lebanese schools: Integrating theory, research, and practice	2018		books.google.com	This Brief discusses research about gifted education in Lebanese schools. It provides an overview of the latest theories, definitions, and practices used to identify gifted students in …	https://books.google.com/books?hl=en&lr=&id=2E5aDwAAQBAJ&oi=fnd&pg=PR6&dq=%22torrance+tests%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&ots=EBxcA4B8AW&sig=br-D1Wuv9lWog84G7_vGJiMydTw	https://scholar.google.com/scholar?cites=747857511114946526&as_sdt=2005&sciodt=2007&hl=en	303	2023-05-23 11:33:52	BOOK								24	4.8	12	2	5		0	1				0		
0	I Sikora	Economic decision-making in a social context: Experimental evidence	2014		rua.ua.es	Esta tesis doctoral busca a profundizar el entendimiento de las decisiones económi* cas en el contexto social. La metodología de la investigación se basa en la verificación de ciertas …	https://rua.ua.es/dspace/bitstream/10045/45470/1/tesis_iryna_sikora.pdf		305	2023-05-23 11:33:52	PDF								0	0	0	1	9	https://rua.ua.es/dspace/bitstream/10045/45470/1/tesis_iryna_sikora.pdf	0	1				0	Not in English	
0	FH Bonjer	HEALTH CARE AND HEALTH DELIVERY	1976	Ergonomics	Taylor &Francis	… determined by scores on Torrance Tests of Creative Thinking, … is the 20 million left-handers, along with those who favour … Differences between right- and lefthanded modes can then …	https://www.tandfonline.com/doi/pdf/10.1080/00140137608931551		307	2023-05-23 11:33:52	PDF	10.1080/00140137608931551							0	0	0	1	47	https://www.tandfonline.com/doi/pdf/10.1080/00140137608931551	0	1				0		
0	MC Morán Astorga, AJ Cangas…	Analysis of the relevance of a 3D virtual programme to detect drug use behaviors and bullyng		International Journal of …	Abigail H. Gewirtz				308	2023-05-23 11:33:52	CITATION								0	0	0	3			0	1				0		
0	S Kyaga	Contemporary Studies on Creativity and Psychopathology	2015	Creativity and Mental Illness: The Mad Genius in …	Springer	The mad genius link remains one of the most heated debates in contemporary research on creativity (Silvia and Kaufman, 2010). Authors hold completely opposing positions; some …	https://link.springer.com/chapter/10.1057/9781137345813_6		310	2023-05-23 11:33:52		10.1057/9781137345813_6							0	0	0	1	8		0	1				0		
0	M Rößler, FT Piller, P Letmathe	Tacit Knowledge Transfer and Spillover Learning in Production Ramp-up–Results of Experimental Investigations	2020		publications.rwth-aachen.de	With today’s shortening product life cycles and an increasing number of product variants, manufacturing firms are performing production ramp-ups more often. Production ramp-up is …	http://publications.rwth-aachen.de/record/775037/files/775037.pdf		313	2023-05-23 11:33:52	PDF								0	0	0	3	3	http://publications.rwth-aachen.de/record/775037/files/775037.pdf	0	1				0		
40	LK Forer	Bibliography of Birth Order Literature in the'70's	1977	Journal of Individual Psychology	search.proquest.com	This bibliography of birth order literature in the" 70's was compiled from many sources, but particularly from Psychological Abstracts through the November, 1976, issue. There are 375 …	https://search.proquest.com/openview/58077b41610c80a8a9c27eeab8f1b4cc/1?pq-origsite=gscholar&cbl=1816607	https://scholar.google.com/scholar?cites=15509547961712388996&as_sdt=2005&sciodt=2007&hl=en	314	2023-05-23 11:33:52									40	0.87	40	1	46		0	1				0		
10	T Wynn	Whither evolutionary cognitive archaeology? Afterword	2009	Cognitive archaeology and human evolution	books.google.com	… Some components of modern cognition evolved long ago (spatial cognition; handedness, … The Torrance tests of creative thinking: Norms–technical manual. Lexington, MA: Personal …	https://books.google.com/books?hl=en&lr=&id=yBnCOc8Tr_wC&oi=fnd&pg=PA145&dq=%22torrance+tests%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&ots=n2xRZfDBRS&sig=CXl8P9nnWFFzGFa0WbtMBOU6BDQ	https://scholar.google.com/scholar?cites=13763085931119870384&as_sdt=2005&sciodt=2007&hl=en	316	2023-05-23 11:33:52									10	0.71	10	1	14		0	1				0		
0	C Halmos director-general	UNEMPLOYMENT AND COUNSELLING CHOMAGE ET CONSULTATION ARBEITSLOSIGKEIT UND BERATUNG MUNKANÉLKÜLISÉG ÉS TANÁCSADÁS		borbelytiborbors.extra.hu		THE INTERNATIONAL CONFERENCE ON UNEMPLOYMENT AND COUNSELLING was held with the participation of the most prominent experts of the field from both the Western and …	http://www.borbelytiborbors.extra.hu/PALYAORI/InternationalConference1993.doc		317	2023-05-23 11:33:52	DOC								0	0	0	1		http://www.borbelytiborbors.extra.hu/PALYAORI/InternationalConference1993.doc	0	1				0		
0	J Kushner	Kenji Hakuta (co-director) Education and Psychology, UCSC Barry McLaughlin (co-director) Psychology, UCSC Lucinda Pease Alvarez Education, UCSC …		stanford.edu		… Four subtests of the Torrance Tests of Creative Thinking Abilities was administered (probably Spanish translations). Bilinguals performed significantly better on a number of the subtests. …	http://web.stanford.edu/~hakuta/www/research/publications/(1989)%20-%20BILINGUALISM%20AND%20INTELLIGENCE%20TESTING%20AN%20ANNOTATED%20.pdf		318	2023-05-23 11:33:52	PDF								0	0	0	1		http://web.stanford.edu/~hakuta/www/research/publications/(1989)%20-%20BILINGUALISM%20AND%20INTELLIGENCE%20TESTING%20AN%20ANNOTATED%20.pdf	0	1				0		
0	E Michel	Mise-en-perspective des pratiques de gestion de la créativité: les enjeux-clés par	2011		biblos.hec.ca	Le présent mémoire a pour objet d’étude la créativité en général et la gestion de celleci en particulier. Dans un premier temps, il s’ agira d’aborder la créativité d’un point de vue …	http://biblos.hec.ca/biblio/memoires/2011NO86.PDF		319	2023-05-23 11:33:52	PDF								0	0	0	1	12	http://biblos.hec.ca/biblio/memoires/2011NO86.PDF	0	1				0		
0	M ACADEMICIAN	Writing Fast and Well: A Step-by-Step Strategy to Improved Business Communication. Anthony Burdick, Aquinas College	2016	Michigan Academician	meridian.allenpress.com	… technological adaptions,to allow me to continue functioning as a productive full-time professor, despite the limitations of not being able to use my left hand or arm, (I AM/WAS left-handed…	https://meridian.allenpress.com/michigan-academician/article-abstract/43/1-2/1/82400		320	2023-05-23 11:33:52									0	0	0	1	7		0	1				0		
7	LA Takayama	Throwing voices: Investigating the psychological effects of the spatial location of projected voices	2008		search.proquest.com	Communication media technologies are becoming increasingly pervasive, making the separation of people's voices from their bodies a commonplace experience. Though the uses of …	https://search.proquest.com/openview/3a8283dda5ff231dbe405536b6b76d53/1?pq-origsite=gscholar&cbl=18750	https://scholar.google.com/scholar?cites=6864902477258462894&as_sdt=2005&sciodt=2007&hl=en	321	2023-05-23 11:33:52	BOOK								7	0.47	7	1	15		0	1				0		
0	A Quin	WHAT IS MUSIC THERAPY? HOW DOES IT WORK AND WHAT EVIDENCE DO WE HAVE?	2016		musicastherapy.org	Our aim was to provide an overview of what music therapy is and the research and evidence which demonstrates its value to people facing a range of challenges throughout life. We …	https://www.musicastherapy.org/wp-content/uploads/Research-Summary-1st-Edition-English.pdf		323	2023-05-23 11:33:52	PDF								0	0	0	1	7	https://www.musicastherapy.org/wp-content/uploads/Research-Summary-1st-Edition-English.pdf	0	1				0		
0	AB Mock	Collaborative Creativity: Educational Leadership Real &Reimagined: A Historical Case Study	2018		search.proquest.com	This historical case study of a Western Pennsylvania school district is the first known study to not only identify, but to operationalize the qualities of collaborative creative leadership in …	https://search.proquest.com/openview/157ae25efa1b86049c4582e086e8334b/1?pq-origsite=gscholar&cbl=18750		324	2023-05-23 11:33:52	HTML								0	0	0	1	5	https://search.proquest.com/openview/157ae25efa1b86049c4582e086e8334b/1?pq-origsite=gscholar&cbl=18750	0	1				0		
6	E Yolcu	Solyanlı çocuklarda sanatsal yaratıcılık (12-15 yaş grubu çocuklar üzerinde bir inceleme)	2001		search.proquest.com	… Left-handedness?" ve "Is Left handedness Under Genetic Control?" adh makalelerinde ele almaktadir. Bu makalelerde teorileri destekleyen bilgilere yer verdikten sonra, her birinin …	https://search.proquest.com/openview/697f200cda479c4589a080cfa603b91b/1?pq-origsite=gscholar&cbl=2026366&diss=y	https://scholar.google.com/scholar?cites=17420373045265799323&as_sdt=2005&sciodt=2007&hl=en	325	2023-05-23 11:33:52	HTML								6	0.27	6	1	22	https://search.proquest.com/openview/697f200cda479c4589a080cfa603b91b/1?pq-origsite=gscholar&cbl=2026366&diss=y	0	1				0		
0	JM Shepard	Generational Differences in Work Values between Managers and Nonmanagers Measured Using the Motives, Values, and Preferences Inventory	2020		search.proquest.com	This study evaluated if there were generational differences in work values between managers and nonmanagers as measured by the Motives, Values, and Preferences Inventory (MVPI)…	https://search.proquest.com/openview/7c80c200052f5c3b8caf9bd84dac7298/1?pq-origsite=gscholar&cbl=51922&diss=y		327	2023-05-23 11:33:52	HTML								0	0	0	1	3	https://search.proquest.com/openview/7c80c200052f5c3b8caf9bd84dac7298/1?pq-origsite=gscholar&cbl=51922&diss=y	0	1				0		
2	PK Ebert	Cognitive ergonomics in information system design	1988		search.proquest.com	The Goal Value Model of task performance and an MIS-specific corollary were developed to describe the value of ergonomic user-computer interfaces. The Linear-to-Spatial continuum …	https://search.proquest.com/openview/b712ed468744d8a1f7da94b9f098a528/1?pq-origsite=gscholar&cbl=18750&diss=y	https://scholar.google.com/scholar?cites=11038687549286191497&as_sdt=2005&sciodt=2007&hl=en	331	2023-05-23 11:33:52	BOOK								2	0.06	2	1	35	https://search.proquest.com/openview/b712ed468744d8a1f7da94b9f098a528/1?pq-origsite=gscholar&cbl=18750&diss=y	0	1				0		
0	M Draxelmayr	Die Psychophysiologie der kreativen Idee: spezifische Reaktionsmuster in EEG und EKG beim Generieren origineller Ideen		unipub.uni-graz.at		Ziel der vorliegenden Studie war es, zu untersuchen, welche spezifischen Muster im Kontext des Aha-Moments beim Lösen kreativitätsbezogener Probleme in EEG und EKG auftreten …	http://unipub.uni-graz.at/obvugrhs/content/titleinfo/252147		332	2023-05-23 11:33:52									0	0	0	1		https://unipub.uni-graz.at/obvugrhs/content/titleinfo/252147/full.pdf	0	1				0		
0	GZ Anna, M Márk, H Gábor	Effects of extreme environments on cognitive processes using the method of event-related potentials		dea.lib.unideb.hu		In everyday life, humans often encounter sudden, unexpected events while otherwise engaging in a specific task. If this unexpected event significantly differs from the ongoing task, it …	https://dea.lib.unideb.hu/server/api/core/bitstreams/f26aa098-621c-497b-b48d-fb8e3fd1894c/content		333	2023-05-23 11:33:52	PDF								0	0	0	3		https://dea.lib.unideb.hu/server/api/core/bitstreams/f26aa098-621c-497b-b48d-fb8e3fd1894c/content	0	1				0		
0	DY Dai, RJ Sternberg	SCIENTIFIC INQUIRY INTO HUMAN POTENTIAL		scholar.archive.org		The topic of human potential is interesting to people in all walks of life because it is about the possibilities and limits of what one can accomplish in one’s lifetime. Most people are …	https://scholar.archive.org/work/vo6h62zshzdablcajzfljl635i/access/wayback/https://s3-euw1-ap-pe-ws4-capi2-distribution-p.s3-eu-west-1.amazonaws.com/books/9780429291654/HUB/googleScholarPdf.pdf?response-content-disposition=attachment%3B%20filename%3D%229780429291654_googlepreview.pdf%22&response-content-type=application%2Fpdf&x-amz-security-token=IQoJb3JpZ2luX2VjEJb%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaCWV1LXdlc3QtMSJIMEYCIQC4MQp4bC%2Fs6p3Ld%2BVNGW%2B49Ooh48Spk2%2FqZfr5NTEvWAIhAKJ4VA3F2XZ%2BpI06Z9AHUJumUo8TtnYqg4CShF2SUsjvKr0DCN%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEQAhoMMDEyMTc3MjY0NTExIgzr4R2hDIU6UjEISsIqkQPQyEYwb%2FomXuphIXCUm%2Fn2%2BrAQNkeS6AcNQKTAtAAvTdzWSGF1wcE6WztCObQbonKxsSv8RLmidgQpsklEugrozmOvfpvMsooDXpSnXli8n11hxeqmhOoBZ4HZbihhATqPAZ3svUv8F3cgnJbXf%2BKKdv%2FFN%2F2XAttps%2FyHxKqEf2TOq%2BFooefe1%2Bp1yMJiXIqTSeq0KFBOsNG806j%2F%2BoRrr8%2BORJDytd1yT%2FIb%2FZLZKXAm2Dzy608%2FMfIlgrADzh%2BsVA8aSArxtcNB%2BreXkT9kDVJTy2ibQs5qsTf54zuTOqFYhOsnVmj54L%2FbpHy9F2TCuR84hTbMKXxiX2ntDRYxrKDJFBjVGQQ2zraxlV9nLG5bhtUrhkSO7V54EUg%2FMMYYl8uAFovArJvSkheZvIw564FgEcaXLkGk%2BxnsyEcr%2FB325kmXg0sKBWYDq5BqBuwe763FuyT%2B42objCA4ZoIFPAYfg8EkkqqAWafOsYmSgjEtcrYfhEpTk1Gvkv39KotSXq2YI2xN6XSj4vdoZbrzoDDk4Nf8BTrqAYBclOXTFetxJS%2F0Gc9iIUBu6Kl8Vz%2FdfnlpK4cMOwBC3SB4quC1cXby6hHJDlShNuURKPHDhmu3Uh3YuDzOxq4HEnyKh7%2FIAERPfuVtyF4hTF%2FWj9OTTdPZvj2hEyJy5OILhBIzLSGhFA6ScMI8Ks86ryMeiqkoMVVj2CJKv4wcPmjd4OLRcg42gnZ12ZUv3fUrc2yrdZpxMpH0w%2FpqJayrRLLqcMy0tjo7cyEuJ5jksiJZMyaz8BTJL7VdvkkfSOdTYkMpMEL3W%2FdiR3WNCoUW%2FtZoSyZDML6Ticz2W5PMTZcM8lAhaK3Mjw%3D%3D&AWSAccessKeyId=ASIAQFVOSJ57RWUNAZGA&Expires=1604269538&Signature=Lzg3JEUJOziznOwiPw%2B8V5sz7Yc%3D		334	2023-05-23 11:33:52	PDF								0	0	0	2		https://scholar.archive.org/work/vo6h62zshzdablcajzfljl635i/access/wayback/https://s3-euw1-ap-pe-ws4-capi2-distribution-p.s3-eu-west-1.amazonaws.com/books/9780429291654/HUB/googleScholarPdf.pdf?response-content-disposition=attachment%3B%20filename%3D%229780429291654_googlepreview.pdf%22&response-content-type=application%2Fpdf&x-amz-security-token=IQoJb3JpZ2luX2VjEJb%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaCWV1LXdlc3QtMSJIMEYCIQC4MQp4bC%2Fs6p3Ld%2BVNGW%2B49Ooh48Spk2%2FqZfr5NTEvWAIhAKJ4VA3F2XZ%2BpI06Z9AHUJumUo8TtnYqg4CShF2SUsjvKr0DCN%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEQAhoMMDEyMTc3MjY0NTExIgzr4R2hDIU6UjEISsIqkQPQyEYwb%2FomXuphIXCUm%2Fn2%2BrAQNkeS6AcNQKTAtAAvTdzWSGF1wcE6WztCObQbonKxsSv8RLmidgQpsklEugrozmOvfpvMsooDXpSnXli8n11hxeqmhOoBZ4HZbihhATqPAZ3svUv8F3cgnJbXf%2BKKdv%2FFN%2F2XAttps%2FyHxKqEf2TOq%2BFooefe1%2Bp1yMJiXIqTSeq0KFBOsNG806j%2F%2BoRrr8%2BORJDytd1yT%2FIb%2FZLZKXAm2Dzy608%2FMfIlgrADzh%2BsVA8aSArxtcNB%2BreXkT9kDVJTy2ibQs5qsTf54zuTOqFYhOsnVmj54L%2FbpHy9F2TCuR84hTbMKXxiX2ntDRYxrKDJFBjVGQQ2zraxlV9nLG5bhtUrhkSO7V54EUg%2FMMYYl8uAFovArJvSkheZvIw564FgEcaXLkGk%2BxnsyEcr%2FB325kmXg0sKBWYDq5BqBuwe763FuyT%2B42objCA4ZoIFPAYfg8EkkqqAWafOsYmSgjEtcrYfhEpTk1Gvkv39KotSXq2YI2xN6XSj4vdoZbrzoDDk4Nf8BTrqAYBclOXTFetxJS%2F0Gc9iIUBu6Kl8Vz%2FdfnlpK4cMOwBC3SB4quC1cXby6hHJDlShNuURKPHDhmu3Uh3YuDzOxq4HEnyKh7%2FIAERPfuVtyF4hTF%2FWj9OTTdPZvj2hEyJy5OILhBIzLSGhFA6ScMI8Ks86ryMeiqkoMVVj2CJKv4wcPmjd4OLRcg42gnZ12ZUv3fUrc2yrdZpxMpH0w%2FpqJayrRLLqcMy0tjo7cyEuJ5jksiJZMyaz8BTJL7VdvkkfSOdTYkMpMEL3W%2FdiR3WNCoUW%2FtZoSyZDML6Ticz2W5PMTZcM8lAhaK3Mjw%3D%3D&AWSAccessKeyId=ASIAQFVOSJ57RWUNAZGA&Expires=1604269538&Signature=Lzg3JEUJOziznOwiPw%2B8V5sz7Yc%3D	0	1				0		
